Superficie (m2),Nombre Pieces,Nombre Chambres,Prix (Euros),Code Postal,Classe Energetique,Nombre Photos,Etage,Type de Bien,Type Vendeur,Terrasse,Parking,Cave,Ascenseur,Gardien,Renove,Box
32,1,0,295000,75018,7,6,-1,1,1,-1,-1,-1,-1,-1,-1,-1
31,1,0,295000,75010,0,10,1,1,1,-1,-1,-1,-1,-1,-1,-1
24,1,0,295000,75013,5,10,-1,1,1,-1,-1,1,-1,-1,1,-1
23,2,1,295000,75019,0,10,4,1,1,-1,-1,1,-1,-1,-1,-1
26,2,1,295000,75010,5,10,4,1,1,-1,-1,1,-1,-1,-1,-1
26,2,1,295000,75011,0,8,4,1,1,-1,-1,-1,1,-1,-1,-1
23,2,1,297000,75013,6,10,6,1,1,1,-1,1,1,-1,-1,-1
31,2,1,298000,75019,6,6,1,1,1,-1,-1,-1,1,1,-1,-1
23,1,0,299000,75004,0,5,-1,1,1,-1,-1,-1,-1,-1,-1,-1
29,1,0,299000,75014,0,8,1,1,1,-1,-1,1,1,-1,1,-1
28,2,1,299000,75018,0,5,5,1,1,-1,-1,-1,-1,-1,-1,-1
25,2,1,299000,75015,6,10,1,1,1,-1,-1,1,1,1,-1,-1
34,1,0,299000,75013,0,8,-1,1,1,-1,-1,-1,1,-1,-1,-1
28,1,0,299000,75015,6,6,4,1,1,-1,-1,-1,-1,-1,-1,-1
27,2,0,299000,75020,5,7,6,1,1,-1,-1,1,-1,1,-1,-1
17,1,0,299000,75007,0,9,7,1,1,-1,-1,-1,-1,-1,-1,-1
34,2,1,299000,75017,6,10,-1,1,1,-1,-1,-1,1,-1,-1,-1
30,1,0,299500,75012,7,8,6,1,1,1,-1,-1,1,-1,-1,-1
30,2,1,300000,75018,0,6,5,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,300000,75019,4,4,1,1,1,1,-1,-1,1,-1,-1,-1
34,1,0,300000,75013,0,10,2,1,1,1,-1,-1,1,-1,-1,-1
22,1,0,302400,75009,0,7,4,1,1,-1,-1,-1,1,-1,-1,-1
26,2,1,304650,75014,7,1,1,1,1,-1,-1,1,-1,1,-1,-1
31,2,1,305000,75012,6,4,2,1,1,1,-1,-1,1,-1,-1,-1
32,2,1,305000,75020,6,4,-1,1,1,-1,-1,1,-1,-1,-1,-1
26,1,0,308000,75018,5,7,5,1,1,-1,1,1,1,1,-1,-1
28,1,0,308000,75018,5,6,1,1,1,1,-1,-1,1,-1,-1,-1
25,2,1,308000,75010,0,9,3,1,1,-1,-1,1,-1,-1,1,-1
28,1,0,308000,75018,5,0,1,1,1,1,-1,-1,1,-1,-1,-1
28,1,0,308000,75018,5,6,1,1,1,-1,-1,-1,-1,-1,-1,-1
26,1,0,308000,75018,5,7,5,1,1,-1,-1,-1,-1,-1,-1,-1
34,2,1,310000,75015,0,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,310000,75018,5,10,-1,1,1,-1,-1,1,-1,-1,-1,-1
32,2,1,312000,75018,0,10,2,1,1,-1,-1,-1,-1,-1,-1,-1
27,2,1,312000,75003,5,7,4,1,1,-1,-1,1,-1,-1,-1,-1
42,2,1,312500,75013,5,4,1,1,1,-1,-1,1,-1,-1,1,-1
44,2,1,314000,75018,0,6,-1,1,1,-1,1,1,-1,-1,-1,-1
30,2,1,315000,75010,4,8,2,1,1,-1,-1,-1,-1,-1,-1,-1
23,2,1,315000,75014,5,7,5,1,1,-1,-1,-1,-1,-1,-1,-1
39,2,1,315000,75019,0,4,3,1,1,-1,-1,1,1,-1,-1,-1
33,2,1,315000,75013,5,10,3,1,1,-1,-1,1,-1,-1,1,-1
35,2,1,316000,75018,7,7,1,1,1,1,-1,1,1,1,-1,-1
26,1,0,316500,75017,6,5,1,1,1,-1,-1,1,-1,-1,-1,-1
25,2,1,317000,75013,5,9,1,1,1,-1,-1,-1,-1,-1,1,-1
23,1,0,318000,75004,5,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
23,1,0,318000,75004,5,6,-1,1,1,-1,-1,1,-1,-1,-1,-1
32,1,0,319400,75012,4,10,1,1,1,-1,-1,-1,-1,-1,-1,-1
31,1,0,320000,75011,5,7,3,1,1,-1,-1,-1,-1,-1,-1,-1
35,2,1,321000,75018,0,10,-1,1,1,-1,-1,1,1,1,-1,-1
34,1,0,322500,75015,7,4,6,1,1,-1,1,1,1,1,-1,-1
18,1,0,325000,75016,7,9,2,1,1,-1,-1,-1,-1,1,-1,-1
36,1,0,325000,75013,4,5,1,1,1,-1,-1,-1,-1,-1,-1,-1
31,2,1,325000,75019,7,4,3,1,1,-1,-1,1,1,1,-1,-1
37,2,1,325000,75018,0,9,5,1,1,-1,-1,-1,-1,-1,-1,-1
37,2,1,325500,75019,5,5,1,1,1,-1,-1,1,-1,-1,-1,-1
21,1,0,325500,75006,6,6,2,1,1,-1,-1,1,1,1,-1,-1
26,1,0,327000,75016,4,7,5,1,1,-1,-1,-1,1,1,-1,-1
32,2,1,327600,75010,5,9,4,1,1,-1,-1,-1,-1,-1,-1,-1
34,1,0,328000,75019,3,10,6,1,1,-1,-1,-1,1,-1,-1,-1
41,2,1,328000,75013,5,10,2,1,1,-1,-1,-1,1,-1,-1,-1
27,2,1,329000,75014,6,10,2,1,1,-1,-1,1,1,1,-1,-1
31,2,1,329000,75013,6,10,3,1,1,-1,-1,-1,-1,-1,-1,-1
29,2,1,329000,75014,4,8,2,1,1,-1,-1,-1,-1,1,-1,-1
27,1,0,330000,75012,0,7,4,1,1,-1,-1,-1,-1,1,-1,-1
34,1,0,330000,75011,4,3,2,1,1,1,1,1,1,1,-1,-1
29,2,1,330000,75017,0,9,1,1,1,1,1,1,1,-1,-1,-1
