Superficie;Nombre Piece;Prix;Code Postal
64m2;3p;830 000 Euros;PARIS 17E (75017)
122m2;5p;1 470 000 Euros;PARIS 15E (75015)
5m2;1p;65 000 Euros;PARIS 16E (75116)
8m2;1p;87 000 Euros;PARIS 6E (75006)
7m2;1p;103 000 Euros;PARIS 15E (75015)
9m2;1p;105 000 Euros;PARIS 16E (75016)
10m2;1p;128 000 Euros;PARIS 7E (75007)
14m2;1p;129 600 Euros;PARIS 18E (75018)
10m2;1p;135 000 Euros;PARIS 18E (75018)
11m2;1p;138 000 Euros;PARIS 16E (75016)
12m2;1p;142 000 Euros;PARIS 16E (75016)
12m2;1p;143 000 Euros;PARIS 15E (75015)
38m2;2p;148 000 Euros;PARIS 4E (75004)
12m2;1p;150 000 Euros;PARIS 8E (75008)
14m2;1p;165 000 Euros;PARIS 18E (75018)
14m2;1p;167 000 Euros;PARIS 18E (75018)
20m2;1p;174 000 Euros;PARIS 19E (75019)
17m2;1p;177 000 Euros;PARIS 18E (75018)
15m2;1p;188 000 Euros;PARIS 11E (75011)
16m2;1p;190 000 Euros;PARIS 16E (75016)
13m2;1p;195 000 Euros;PARIS 6E (75006)
17m2;1p;199 000 Euros;PARIS 18E (75018)
18m2;1p;289 500 Euros;PARIS 6E (75006)
91m2;4p;1 190 000 Euros;PARIS 11E (75011)
68m2;3p;650 000 Euros;PARIS 20E (75020)
24m2;1p;245 500 Euros;PARIS 18E (75018)
95m2;5p;950 000 Euros;PARIS 9E (75009)
14m2;1p;199 000 Euros;PARIS 11E (75011)
17m2;1p;199 000 Euros;PARIS 18E (75018)
20m2;1p;219 000 Euros;PARIS 13E (75013)
24m2;1p;219 000 Euros;PARIS 18E (75018)
18m2;1p;220 000 Euros;PARIS 20E (75020)
18m2;1p;220 000 Euros;PARIS 20E (75020)
18m2;1p;228 000 Euros;PARIS 15E (75015)
16m2;1p;229 000 Euros;PARIS 11E (75011)
19m2;1p;230 000 Euros;PARIS 10E (75010)
21m2;1p;235 000 Euros;PARIS 20E (75020)
20m2;1p;240 000 Euros;PARIS 19E (75019)
16m2;1p;240 000 Euros;PARIS 15E (75015)
28m2;1p;250 000 Euros;PARIS 20E (75020)
14m2;1p;255 000 Euros;PARIS 6E (75006)
24m2;1p;255 000 Euros;PARIS 12E (75012)
28m2;1p;259 900 Euros;PARIS 18E (75018)
12m2;1p;265 000 Euros;PARIS 7E (75007)
24m2;1p;265 000 Euros;PARIS 12E (75012)
25m2;2p;266 500 Euros;PARIS 18E (75018)
21m2;1p;269 000 Euros;PARIS 9E (75009)
26m2;1p;Euros;
24m2;2p;Euros;
29m2;1p;Euros;
31m2;2p;Euros;
28m2;1p;Euros;
24m2;1p;Euros;
34m2;1p;Euros;
28m2;2p;Euros;
28m2;1p;Euros;
37m2;2p;Euros;
30m2;2p;Euros;
34m2;2p;Euros;
29m2;1p;Euros;
43m2;3p;Euros;
33m2;2p;Euros;
26m2;1p;Euros;
28m2;2p;Euros;
38m2;2p;Euros;
29m2;2p;Euros;
22m2;1p;Euros;
32m2;2p;332 700 Euros;PARIS 2E (75002)
33m2;2p;335 000 Euros;PARIS 17E (75017)
47m2;2p;340 000 Euros;PARIS 13E (75013)
35m2;2p;341 000 Euros;PARIS 19E (75019)
38m2;2p;343 000 Euros;PARIS 15E (75015)
35m2;2p;343 200 Euros;PARIS 12E (75012)
37m2;2p;345 000 Euros;PARIS 17E (75017)
25m2;1p;347 000 Euros;PARIS 10E (75010)
33m2;2p;347 000 Euros;PARIS 8E (75008)
36m2;1p;348 000 Euros;PARIS 18E (75018)
41m2;2p;348 000 Euros;PARIS 10E (75010)
41m2;3p;349 000 Euros;PARIS 12E (75012)
35m2;2p;349 000 Euros;PARIS 11E (75011)
34m2;1p;350 000 Euros;PARIS 18E (75018)
28m2;2p;353 600 Euros;PARIS 17E (75017)
37m2;2p;360 000 Euros;PARIS 5E (75005)
34m2;2p;360 000 Euros;PARIS 5E (75005)
41m2;1p;365 000 Euros;PARIS 12E (75012)
25m2;1p;365 750 Euros;PARIS 11E (75011)
34m2;2p;369 000 Euros;PARIS 6E (75006)
36m2;2p;369 000 Euros;PARIS 11E (75011)
34m2;2p;370 000 Euros;PARIS 20E (75020)
31m2;1p;375 000 Euros;PARIS 19E (75019)
40m2;2p;375 000 Euros;PARIS 4E (75004)
44m2;2p;377 000 Euros;PARIS 18E (75018)
40m2;3p;378 000 Euros;PARIS 15E (75015)
20m2;2p;379 900 Euros;PARIS 19E (75019)
m2;1p;380 000 Euros;PARIS 4E (75004)
40m2;2p;388 000 Euros;PARIS 15E (75015)
34m2;1p;388 000 Euros;PARIS 20E (75020)
47m2;2p;389 000 Euros;PARIS 18E (75018)
43m2;2p;390 000 Euros;PARIS 17E (75017)
28m2;2p;390 000 Euros;PARIS 10E (75010)
21m2;1p;390 000 Euros;PARIS 10E (75010)
21m2;1p;393 750 Euros;PARIS 14E (75014)
43m2;2p;395 000 Euros;PARIS 18E (75018)
43m2;2p;398 000 Euros;PARIS 18E (75018)
41m2;2p;399 000 Euros;PARIS 16E (75016)
50m2;2p;399 000 Euros;PARIS 16E (75016)
29m2;2p;399 000 Euros;PARIS 10E (75010)
23m2;2p;399 000 Euros;PARIS 20E (75020)
41m2;2p;399 000 Euros;PARIS 10E (75010)
48m2;2p;400 000 Euros;PARIS 16E (75016)
28m2;1p;400 000 Euros;PARIS 18E (75018)
28m2;1p;400 000 Euros;PARIS 19E (75019)
46m2;2p;400 000 Euros;PARIS 14E (75014)
30m2;1p;400 000 Euros;PARIS 6E (75006)
39m2;2p;402 000 Euros;PARIS 6E (75006)
36m2;1p;410 000 Euros;PARIS 13E (75013)
55m2;2p;410 000 Euros;PARIS 16E (75016)
39m2;2p;415 000 Euros;PARIS 20E (75020)
32m2;1p;415 000 Euros;PARIS 20E (75020)
34m2;1p;419 000 Euros;PARIS 3E (75003)
47m2;2p;420 000 Euros;PARIS 2E (75002)
27m2;1p;420 000 Euros;PARIS 2E (75002)
41m2;2p;420 000 Euros;PARIS 12E (75012)
45m2;1p;420 000 Euros;PARIS 10E (75010)
47m2;2p;420 000 Euros;PARIS 19E (75019)
48m2;2p;420 000 Euros;PARIS 18E (75018)
44m2;2p;425 000 Euros;PARIS 1ER (75001)
48m2;2p;430 000 Euros;PARIS 1ER (75001)
44m2;2p;435 000 Euros;PARIS 10E (75010)
34m2;1p;437 000 Euros;PARIS 17E (75017)
53m2;2p;440 000 Euros;PARIS 19E (75019)
32m2;2p;443 000 Euros;PARIS 3E (75003)
38m2;2p;445 000 Euros;PARIS 18E (75018)
42m2;2p;445 000 Euros;PARIS 3E (75003)
67m2;4p;448 000 Euros;PARIS 15E (75015)
54m2;2p;449 000 Euros;PARIS 3E (75003)
61m2;3p;449 000 Euros;PARIS 20E (75020)
41m2;2p;449 650 Euros;PARIS 12E (75012)
50m2;2p;450 000 Euros;PARIS 16E (75016)
50m2;2p;450 000 Euros;PARIS 12E (75012)
39m2;2p;450 000 Euros;PARIS 15E (75015)
43m2;3p;450 000 Euros;PARIS 19E (75019)
41m2;2p;452 000 Euros;PARIS 10E (75010)
37m2;2p;455 000 Euros;PARIS 5E (75005)
51m2;3p;455 000 Euros;PARIS 17E (75017)
46m2;2p;455 000 Euros;PARIS 19E (75019)
53m2;3p;458 000 Euros;PARIS 13E (75013)
53m2;3p;455 000 Euros;PARIS 19E (75019)
39m2;2p;458 000 Euros;PARIS 13E (75013)
53m2;2p;459 000 Euros;PARIS 20E (75020)
24m2;1p;460 000 Euros;PARIS 20E (75020)
42m2;2p;460 000 Euros;PARIS 17E (75017)
46m2;2p;465 000 Euros;PARIS 15E (75015)
44m2;2p;465 000 Euros;PARIS 10E (75010)
42m2;3p;465 000 Euros;PARIS 20E (75020)
26m2;2p;465 000 Euros;PARIS 19E (75019)
26m2;2p;465 000 Euros;PARIS 17E (75017)
49m2;3p;467 000 Euros;PARIS 15E (75015)
33m2;2p;469 000 Euros;PARIS 18E (75018)
32m2;1p;470 000 Euros;PARIS 19E (75019)
36m2;1p;470 000 Euros;PARIS 11E (75011)
42m2;2p;470 000 Euros;PARIS 15E (75015)
36m2;2p;470 000 Euros;PARIS 9E (75009)
65m2;3p;470 000 Euros;PARIS 13E (75013)
54m2;2p;470 000 Euros;PARIS 20E (75020)
82m2;4p;471 000 Euros;PARIS 18E (75018)
54m2;2p;472 500 Euros;PARIS 18E (75018)
44m2;2p;472 500 Euros;PARIS 18E (75018)
48m2;2p;472 500 Euros;PARIS 15E (75015)
49m2;2p;472 500 Euros;PARIS 18E (75018)
65m2;3p;475 000 Euros;PARIS 6E (75006)
70m2;3p;475 000 Euros;PARIS 4E (75004)
49m2;3p;475 000 Euros;PARIS 17E (75017)
50m2;3p;475 000 Euros;PARIS 13E (75013)
31m2;2p;475 000 Euros;PARIS 19E (75019)
48m2;2p;480 000 Euros;PARIS 4E (75004)
37m2;1p;480 000 Euros;PARIS 4E (75004)
51m2;2p;480 000 Euros;PARIS 18E (75018)
64m2;3p;482 000 Euros;PARIS 18E (75018)
44m2;2p;485 000 Euros;PARIS 5E (75005)
49m2;2p;492 000 Euros;PARIS 16E (75116)
54m2;3p;495 000 Euros;PARIS 11E (75011)
52m2;3p;495 000 Euros;PARIS 19E (75019)
57m2;3p;497 000 Euros;PARIS 20E (75020)
30m2;2p;499 000 Euros;PARIS 19E (75019)
61m2;3p;500 000 Euros;PARIS 19E (75019)
42m2;1p;500 000 Euros;PARIS 19E (75019)
55m2;2p;500 000 Euros;PARIS 18E (75018)
32m2;1p;500 000 Euros;PARIS 18E (75018)
55m2;3p;505 000 Euros;PARIS 20E (75020)
32m2;2p;510 000 Euros;PARIS 18E (75018)
47m2;3p;510 000 Euros;PARIS 20E (75020)
49m2;2p;510 000 Euros;PARIS 15E (75015)
80m2;4p;515 000 Euros;PARIS 14E (75014)
51m2;2p;515 000 Euros;PARIS 7E (75007)
39m2;2p;519 000 Euros;PARIS 12E (75012)
49m2;2p;519 000 Euros;PARIS 8E (75008)
53m2;3p;519 000 Euros;PARIS 4E (75004)
45m2;2p;519 000 Euros;PARIS 18E (75018)
36m2;2p;519 000 Euros;PARIS 17E (75017)
47m2;2p;520 000 Euros;PARIS 17E (75017)
49m2;3p;520 000 Euros;PARIS 20E (75020)
58m2;3p;520 000 Euros;PARIS 14E (75014)
33m2;1p;524 000 Euros;PARIS 11E (75011)
65m2;3p;525 000 Euros;PARIS 4E (75004)
55m2;3p;525 000 Euros;PARIS 10E (75010)
64m2;3p;530 000 Euros;PARIS 1ER (75001)
57m2;3p;531 000 Euros;PARIS 15E (75015)
48m2;2p;535 000 Euros;PARIS 18E (75018)
63m2;3p;535 000 Euros;PARIS 12E (75012)
55m2;2p;537 000 Euros;PARIS 6E (75006)
44m2;2p;539 000 Euros;PARIS 13E (75013)
58m2;3p;540 000 Euros;PARIS 12E (75012)
49m2;3p;540 000 Euros;PARIS 19E (75019)
61m2;3p;540 800 Euros;PARIS 20E (75020)
34m2;2p;544 000 Euros;PARIS 5E (75005)
47m2;2p;547 000 Euros;PARIS 12E (75012)
50m2;2p;549 000 Euros;PARIS 18E (75018)
57m2;3p;549 000 Euros;PARIS 3E (75003)
51m2;3p;550 000 Euros;PARIS 7E (75007)
30m2;1p;550 000 Euros;PARIS 9E (75009)
47m2;2p;551 000 Euros;PARIS 10E (75010)
46m2;2p;558 500 Euros;PARIS 18E (75018)
53m2;2p;560 000 Euros;PARIS 7E (75007)
53m2;3p;560 000 Euros;PARIS 19E (75019)
42m2;2p;560 000 Euros;PARIS 10E (75010)
50m2;2p;560 000 Euros;PARIS 15E (75015)
58m2;3p;562 000 Euros;PARIS 10E (75010)
54m2;2p;564 000 Euros;PARIS 3E (75003)
53m2;3p;565 000 Euros;PARIS 19E (75019)
59m2;3p;565 000 Euros;PARIS 14E (75014)
45m2;3p;565 000 Euros;PARIS 17E (75017)
59m2;3p;565 000 Euros;PARIS 16E (75016)
36m2;1p;567 000 Euros;PARIS 18E (75018)
50m2;3p;570 000 Euros;PARIS 19E (75019)
58m2;3p;570 000 Euros;PARIS 4E (75004)
52m2;2p;571 000 Euros;PARIS 15E (75015)
52m2;3p;572 000 Euros;PARIS 15E (75015)
56m2;3p;575 000 Euros;PARIS 19E (75019)
65m2;3p;575 000 Euros;PARIS 15E (75015)
47m2;3p;575 000 Euros;PARIS 6E (75006)
58m2;2p;577 500 Euros;PARIS 3E (75003)
35m2;2p;578 500 Euros;PARIS 3E (75003)
49m2;2p;580 000 Euros;PARIS 18E (75018)
54m2;3p;580 000 Euros;PARIS 10E (75010)
71m2;3p;584 000 Euros;PARIS 17E (75017)
38m2;2p;585 000 Euros;PARIS 11E (75011)
60m2;3p;585 000 Euros;PARIS 10E (75010)
54m2;1p;585 000 Euros;PARIS 17E (75017)
69m2;3p;589 500 Euros;PARIS 17E (75017)
61m2;3p;590 000 Euros;PARIS 17E (75017)
55m2;3p;590 000 Euros;PARIS 18E (75018)
50m2;2p;590 000 Euros;PARIS 17E (75017)
60m2;3p;590 000 Euros;PARIS 3E (75003)
50m2;2p;590 000 Euros;PARIS 15E (75015)
45m2;2p;590 000 Euros;PARIS 12E (75012)
77m2;3p;595 000 Euros;PARIS 12E (75012)
52m2;3p;595 000 Euros;PARIS 17E (75017)
65m2;3p;595 000 Euros;PARIS 13E (75013)
43m2;2p;596 000 Euros;PARIS 14E (75014)
68m2;4p;597 000 Euros;PARIS 12E (75012)
55m2;2p;598 000 Euros;PARIS 16E (75016)
58m2;3p;598 000 Euros;PARIS 17E (75017)
48m2;3p;599 000 Euros;PARIS 11E (75011)
57m2;2p;599 000 Euros;PARIS 14E (75014)
57m2;3p;600 000 Euros;PARIS 14E (75014)
65m2;3p;600 000 Euros;PARIS 6E (75006)
57m2;2p;605 000 Euros;PARIS 17E (75017)
65m2;3p;610 000 Euros;PARIS 11E (75011)
66m2;3p;615 000 Euros;PARIS 19E (75019)
44m2;2p;615 000 Euros;PARIS 10E (75010)
67m2;3p;618 000 Euros;PARIS 11E (75011)
51m2;2p;618 000 Euros;PARIS 15E (75015)
59m2;3p;619 900 Euros;PARIS 5E (75005)
64m2;3p;620 000 Euros;PARIS 16E (75016)
63m2;3p;620 000 Euros;PARIS 19E (75019)
51m2;2p;625 000 Euros;PARIS 19E (75019)
64m2;2p;625 000 Euros;PARIS 11E (75011)
50m2;2p;629 000 Euros;PARIS 17E (75017)
42m2;3p;630 000 Euros;PARIS 6E (75006)
63m2;2p;630 000 Euros;PARIS 16E (75016)
52m2;2p;640 000 Euros;PARIS 17E (75017)
65m2;3p;640 000 Euros;PARIS 18E (75018)
61m2;3p;645 000 Euros;PARIS 10E (75010)
55m2;3p;645 000 Euros;PARIS 18E (75018)
55m2;2p;645 000 Euros;PARIS 16E (75016)
52m2;2p;648 000 Euros;PARIS 12E (75012)
52m2;2p;645 000 Euros;PARIS 18E (75018)
69m2;4p;648 000 Euros;PARIS 12E (75012)
55m2;3p;648 000 Euros;PARIS 14E (75014)
56m2;2p;649 000 Euros;PARIS 4E (75004)
63m2;2p;649 000 Euros;PARIS 15E (75015)
71m2;4p;649 000 Euros;PARIS 3E (75003)
72m2;3p;649 000 Euros;PARIS 20E (75020)
32m2;2p;649 500 Euros;PARIS 19E (75019)
65m2;3p;650 000 Euros;PARIS 15E (75015)
62m2;3p;650 000 Euros;PARIS 16E (75016)
82m2;4p;650 000 Euros;PARIS 4E (75004)
55m2;3p;650 000 Euros;PARIS 12E (75012)
62m2;3p;650 000 Euros;PARIS 3E (75003)
43m2;2p;655 000 Euros;PARIS 13E (75013)
86m2;4p;655 000 Euros;PARIS 17E (75017)
71m2;3p;657 200 Euros;PARIS 15E (75015)
56m2;3p;659 500 Euros;PARIS 16E (75016)
60m2;3p;665 000 Euros;PARIS 18E (75018)
65m2;3p;665 000 Euros;PARIS 17E (75017)
83m2;4p;670 000 Euros;PARIS 13E (75013)
90m2;4p;672 000 Euros;PARIS 20E (75020)
53m2;3p;672 000 Euros;PARIS 18E (75018)
64m2;3p;675 000 Euros;PARIS 14E (75014)
71m2;3p;678 000 Euros;PARIS 17E (75017)
65m2;3p;679 250 Euros;PARIS 15E (75015)
65m2;3p;680 000 Euros;PARIS 12E (75012)
54m2;3p;683 000 Euros;PARIS 19E (75019)
42m2;2p;685 000 Euros;PARIS 16E (75016)
54m2;2p;686 000 Euros;PARIS 14E (75014)
54m2;2p;686 000 Euros;PARIS 10E (75010)
95m2;4p;687 000 Euros;PARIS 18E (75018)
83m2;4p;687 500 Euros;PARIS 18E (75018)
70m2;3p;690 000 Euros;PARIS 18E (75018)
56m2;2p;695 000 Euros;PARIS 7E (75007)
80m2;3p;695 000 Euros;PARIS 18E (75018)
57m2;3p;695 000 Euros;PARIS 10E (75010)
50m2;2p;696 000 Euros;PARIS 9E (75009)
47m2;2p;699 000 Euros;PARIS 11E (75011)
77m2;4p;699 900 Euros;PARIS 12E (75012)
70m2;3p;700 000 Euros;PARIS 19E (75019)
55m2;2p;720 000 Euros;PARIS 18E (75018)
85m2;4p;725 000 Euros;PARIS 15E (75015)
68m2;3p;725 000 Euros;PARIS 14E (75014)
59m2;2p;725 900 Euros;PARIS 20E (75020)
60m2;2p;728 000 Euros;PARIS 14E (75014)
51m2;2p;730 000 Euros;PARIS 11E (75011)
88m2;5p;740 000 Euros;PARIS 18E (75018)
70m2;4p;740 000 Euros;PARIS 16E (75016)
70m2;2p;740 000 Euros;PARIS 2E (75002)
82m2;5p;745 000 Euros;PARIS 4E (75004)
44m2;2p;745 000 Euros;PARIS 19E (75019)
70m2;3p;745 900 Euros;PARIS 13E (75013)
79m2;4p;748 000 Euros;PARIS 11E (75011)
57m2;3p;749 000 Euros;PARIS 3E (75003)
57m2;3p;749 000 Euros;PARIS 15E (75015)
81m2;5p;749 000 Euros;PARIS 6E (75006)
m2;3p;750 000 Euros;PARIS 13E (75013)
56m2;3p;750 000 Euros;PARIS 7E (75007)
46m2;3p;750 000 Euros;PARIS 20E (75020)
92m2;5p;750 000 Euros;PARIS 10E (75010)
m2;3p;760 000 Euros;PARIS 16E (75016)
64m2;3p;762 000 Euros;PARIS 15E (75015)
56m2;3p;763 000 Euros;PARIS 18E (75018)
46m2;3p;765 000 Euros;PARIS 16E (75016)
92m2;5p;770 000 Euros;PARIS 16E (75016)
73m2;3p;773 000 Euros;PARIS 16E (75016)
85m2;4p;775 000 Euros;PARIS 15E (75015)
105m2;5p;777 000 Euros;PARIS 20E (75020)
81m2;3p;778 500 Euros;PARIS 16E (75016)
76m2;3p;780 000 Euros;PARIS 15E (75015)
72m2;3p;780 000 Euros;PARIS 4E (75004)
59m2;3p;785 000 Euros;PARIS 14E (75014)
82m2;4p;785 000 Euros;PARIS 19E (75019)
66m2;3p;785 000 Euros;PARIS 15E (75015)
65m2;3p;789 500 Euros;PARIS 3E (75003)
71m2;3p;790 400 Euros;PARIS 15E (75015)
63m2;2p;793 600 Euros;PARIS 13E (75013)
65m2;3p;795 000 Euros;PARIS 9E (75009)
60m2;3p;795 000 Euros;PARIS 7E (75007)
72m2;3p;795 000 Euros;PARIS 19E (75019)
72m2;3p;793 600 Euros;PARIS 13E (75013)
49m2;3p;795 000 Euros;PARIS 18E (75018)
80m2;3p;795 000 Euros;PARIS 9E (75009)
91m2;3p;795 000 Euros;PARIS 7E (75007)
81m2;3p;795 000 Euros;PARIS 19E (75019)
95m2;4p;795 000 Euros;PARIS 18E (75018)
90m2;4p;799 000 Euros;PARIS 15E (75015)
72m2;3p;799 000 Euros;PARIS 15E (75015)
80m2;4p;799 000 Euros;PARIS 19E (75019)
61m2;3p;800 000 Euros;PARIS 11E (75011)
62m2;4p;800 000 Euros;PARIS 11E (75011)
115m2;4p;800 000 Euros;PARIS 12E (75012)
80m2;3p;800 000 Euros;PARIS 18E (75018)
72m2;3p;800 000 Euros;PARIS 17E (75017)
65m2;3p;800 000 Euros;PARIS 11E (75011)
88m2;3p;800 000 Euros;PARIS 11E (75011)
87m2;3p;815 000 Euros;PARIS 2E (75002)
61m2;3p;819 000 Euros;PARIS 13E (75013)
45m2;2p;820 000 Euros;PARIS 18E (75018)
96m2;5p;820 000 Euros;PARIS 16E (75016)
80m2;3p;825 000 Euros;PARIS 17E (75017)
45m2;2p;829 000 Euros;PARIS 12E (75012)
101m2;5p;830 000 Euros;PARIS 15E (75015)
99m2;4p;840 000 Euros;PARIS 19E (75019)
102m2;3p;840 000 Euros;PARIS 12E (75012)
68m2;3p;840 000 Euros;PARIS 16E (75016)
85m2;4p;848 700 Euros;PARIS 14E (75014)
64m2;3p;849 000 Euros;PARIS 10E (75010)
97m2;4p;850 000 Euros;PARIS 15E (75015)
79m2;4p;850 000 Euros;PARIS 4E (75004)
87m2;4p;850 000 Euros;PARIS 5E (75005)
89m2;4p;858 000 Euros;PARIS 20E (75020)
109m2;5p;865 000 Euros;PARIS 15E (75015)
97m2;4p;867 000 Euros;PARIS 13E (75013)
74m2;3p;869 000 Euros;PARIS 17E (75017)
71m2;3p;880 000 Euros;PARIS 19E (75019)
78m2;2p;884 000 Euros;PARIS 16E (75016)
88m2;3p;885 000 Euros;PARIS 17E (75017)
102m2;4p;885 000 Euros;PARIS 16E (75016)
86m2;4p;890 000 Euros;PARIS 12E (75012)
88m2;3p;899 000 Euros;PARIS 10E (75010)
102m2;4p;900 000 Euros;PARIS 5E (75005)
86m2;4p;900 000 Euros;PARIS 19E (75019)
82m2;3p;900 000 Euros;PARIS 19E (75019)
80m2;3p;900 000 Euros;PARIS 16E (75016)
112m2;4p;905 000 Euros;PARIS 15E (75015)
180m2;6p;905 500 Euros;PARIS 16E (75016)
102m2;4p;915 000 Euros;PARIS 16E (75016)
80m2;3p;915 000 Euros;PARIS 15E (75015)
74m2;4p;945 000 Euros;PARIS 15E (75015)
77m2;4p;949 000 Euros;PARIS 3E (75003)
92m2;4p;949 000 Euros;PARIS 14E (75014)
56m2;2p;949 000 Euros;PARIS 14E (75014)
75m2;3p;949 000 Euros;PARIS 19E (75019)
115m2;4p;950 000 Euros;PARIS 3E (75003)
92m2;4p;950 000 Euros;PARIS 16E (75016)
118m2;5p;956 500 Euros;PARIS 11E (75011)
66m2;3p;957 000 Euros;PARIS 12E (75012)
84m2;3p;965 000 Euros;PARIS 10E (75010)
73m2;3p;967 200 Euros;PARIS 13E (75013)
66m2;3p;957 000 Euros;PARIS 12E (75012)
84m2;3p;965 000 Euros;PARIS 10E (75010)
68m2;2p;967 200 Euros;PARIS 13E (75013)
75m2;4p;980 000 Euros;PARIS 16E (75016)
83m2;3p;980 000 Euros;PARIS 16E (75016)
64m2;3p;980 000 Euros;PARIS 12E (75012)
90m2;3p;980 000 Euros;PARIS 8E (75008)
67m2;2p;980 000 Euros;PARIS 19E (75019)
92m2;4p;984 000 Euros;PARIS 11E (75011)
80m2;4p;985 000 Euros;PARIS 16E (75016)
87m2;4p;986 000 Euros;PARIS 4E (75004)
85m2;3p;987 000 Euros;PARIS 15E (75015)
96m2;5p;990 000 Euros;PARIS 6E (75006)
80m2;3p;990 000 Euros;PARIS 9E (75009)
102m2;4p;990 000 Euros;PARIS 20E (75020)
67m2;3p;990 000 Euros;PARIS 10E (75010)
91m2;4p;995 000 Euros;PARIS 18E (75018)
101m2;5p;995 000 Euros;PARIS 5E (75005)
95m2;4p;995 000 Euros;PARIS 2E (75002)
110m2;6p;995 000 Euros;PARIS 16E (75016)
46m2;2p;470 000 Euros;PARIS 15E (75015)
47m2;2p;470 000 Euros;PARIS 15E (75015)
50m2;2p;470 000 Euros;PARIS 18E (75018)
36m2;2p;470 000 Euros;PARIS 4E (75004)
42m2;2p;470 000 Euros;PARIS 17E (75017)
40m2;2p;470 000 Euros;PARIS 20E (75020)
37m2;2p;470 000 Euros;PARIS 14E (75014)
35m2;2p;470 000 Euros;PARIS 6E (75006)
36m2;2p;470 000 Euros;PARIS 14E (75014)
48m2;3p;470 000 Euros;PARIS 18E (75018)
44m2;1p;470 000 Euros;PARIS 16E (75016)
50m2;2p;470 000 Euros;PARIS 18E (75018)
59m2;2p;470 000 Euros;PARIS 10E (75010)
41m2;2p;470 000 Euros;PARIS 10E (75010)
48m2;3p;470 000 Euros;PARIS 18E (75018)
32m2;2p;470 000 Euros;PARIS 17E (75017)
53m2;2p;470 000 Euros;PARIS 14E (75014)
51m2;2p;470 000 Euros;PARIS 15E (75015)
43m2;3p;470 000 Euros;PARIS 14E (75014)
38m2;2p;470 000 Euros;PARIS 18E (75018)
42m2;2p;470 000 Euros;PARIS 12E (75012)
46m2;2p;470 000 Euros;PARIS 10E (75010)
39m2;2p;470 000 Euros;PARIS 18E (75018)
82m2;4p;470 000 Euros;PARIS 20E (75020)
28m2;2p;470 000 Euros;PARIS 7E (75007)
51m2;2p;470 000 Euros;PARIS 18E (75018)
58m2;3p;470 000 Euros;PARIS 19E (75019)
45m2;2p;470 000 Euros;PARIS 18E (75018)
46m2;3p;470 000 Euros;PARIS 12E (75012)
38m2;2p;470 000 Euros;PARIS 9E (75009)
38m2;2p;470 000 Euros;PARIS 4E (75004)
40m2;2p;470 000 Euros;PARIS 3E (75003)
38m2;2p;470 000 Euros;PARIS 9E (75009)
43m2;2p;470 000 Euros;PARIS 12E (75012)
50m2;3p;470 000 Euros;PARIS 20E (75020)
38m2;2p;470 000 Euros;PARIS 9E (75009)
50m2;3p;470 000 Euros;PARIS 20E (75020)
36m2;2p;470 000 Euros;PARIS 15E (75015)
43m2;2p;470 000 Euros;PARIS 3E (75003)
42m2;2p;470 000 Euros;PARIS 20E (75020)
40m2;2p;470 000 Euros;PARIS 20E (75020)
42m2;2p;470 000 Euros;PARIS 10E (75010)
67m2;3p;470 000 Euros;PARIS 13E (75013)
53m2;3p;470 000 Euros;PARIS 18E (75018)
40m2;2p;470 000 Euros;PARIS 20E (75020)
43m2;2p;470 925 Euros;PARIS 16E (75016)
44m2;2p;471 000 Euros;PARIS 18E (75018)
49m2;2p;471 450 Euros;PARIS 18E (75018)
43m2;3p;471 600 Euros;PARIS 11E (75011)
42m2;2p;472 000 Euros;PARIS 15E (75015)
77m2;3p;472 000 Euros;PARIS 16E (75016)
40m2;2p;472 000 Euros;PARIS 16E (75016)
30m2;1p;472 000 Euros;PARIS 4E (75004)
66m2;3p;472 000 Euros;PARIS 20E (75020)
m2;2p;472 500 Euros;PARIS 18E (75018)
46m2;3p;472 500 Euros;PARIS 14E (75014)
57m2;3p;472 500 Euros;PARIS 17E (75017)
50m2;1p;472 500 Euros;PARIS 14E (75014)
34m2;2p;472 500 Euros;PARIS 5E (75005)
45m2;2p;472 500 Euros;PARIS 15E (75015)
35m2;2p;472 500 Euros;PARIS 2E (75002)
47m2;3p;472 500 Euros;PARIS 13E (75013)
50m2;2p;472 500 Euros;PARIS 14E (75014)
46m2;2p;472 500 Euros;PARIS 15E (75015)
50m2;2p;472 500 Euros;PARIS 14E (75014)
29m2;2p;473 000 Euros;PARIS 18E (75018)
46m2;2p;473 000 Euros;"PARIS 12E (75012)
Voir sur la carte"
24m2;1p;473 000 Euros;PARIS 6E (75006)
47m2;2p;474 000 Euros;PARIS 14E (75014)
66m2;2p;474 000 Euros;PARIS 19E (75019)
41m2;2p;474 000 Euros;PARIS 14E (75014)
66m2;3p;474 000 Euros;PARIS 19E (75019)
32m2;3p;474 000 Euros;PARIS 3E (75003)
46m2;2p;474 000 Euros;PARIS 14E (75014)
33m2;2p;474 000 Euros;PARIS 15E (75015)
42m2;2p;474 000 Euros;PARIS 14E (75014)
52m2;3p;474 000 Euros;PARIS 13E (75013)
45m2;2p;474 500 Euros;PARIS 13E (75013)
46m2;2p;474 500 Euros;PARIS 18E (75018)
40m2;3p;475 000 Euros;PARIS 15E (75015)
43m2;2p;475 000 Euros;PARIS 19E (75019)
